Store,Phone,owner/manager's name,notes,Status,CONSOLIDATED_emails_valid,result,BEST_province,BEST_city,BEST_street,BEST_postal_code,INFO_email_status,emails/0,emails/1,email_found,domain,website,location/lat,location/lng,facebooks/0,instagrams/0,tiktoks/0,youtubes/0,
Furry Fingers pet supplies,343-544-6200,,"J'ai parlé avec Stacy qui est très cool, profil anglais, et j'ai déjà envoyé l'email.",,infofurryfingers@gmail.com,ok,ON,Cobden,32 Main St,K0J 1K0,good,infofurryfingers@gmail.com,,,,https://www.facebook.com/share/171a5JNTiQ/,45.6269458,-76.8822039,,,,,
Gardel Pet Shop,519-376-9530,,,,,,ON,Owen Sound,955 10th Street W.,N4K 5S2,,,,NONE_FOUND,gardelpetshop.ca,,,,,,,,
Garson Pet Food Express,705-693-7595,,,,,,ON,Garson,3098 Falconbridge Hwy,P3L 1S4,,,,INVALID_URL,,"https://maps.google.com/maps?q=46.553016,-80.865331",,,,,,,
Gibson Pet Foods & Supplies,604-886-7242,,VM,,,,BC,Gibsons,"Unit 107, 1100 Sunshine Coast Highway",V0N 1V7,,,,UNREACHABLE,gibsonspetfood.ca,,,,,,,,
Glenburnie Grocery,613-542-6234,,,,,,ON,Glenburnie,2454 Perth Rd,K0H 1S0,,,,NONE_FOUND,glenburniegrocery.ca,,44.3209528,-76.5023737,,,,,
Global Blacks,905-431-5006,,,,,,ON,Oshawa,285 Taunton Rd E,L1G 3V2,,,,UNREACHABLE,globalblacks.com,,43.935246,-78.8665165,,,,,
Go Fetch,250-377-3730,,VM,,,,BC,Kamloops,7 - 2101 East Trans Canada Highway,V2C 4A6,,,,INVALID_URL,,"https://maps.google.com/maps?q=50.679576,-120.2676982",,,,,,,
Golden Belt Feeds & Supply,519-426-6692,,,,,,ON,Simcoe,3220 Highway #3 West,N3Y 4K6,,,,UNREACHABLE,goldenbeltfeeds.com,,,,,,,,
Golden Moments,403-254-2228,,VM,,,,AB,Calgary,108 Evergreen Close Sw,T2Y 2X8,,,,INVALID_URL,,"https://maps.google.com/maps?q=50.926895,-114.09836",,,,,,,
Green Keg,647-893-7200,,,,success@greenkeg.ca,ok,ON,Etobicoke,10 Four Seasons Pl Suite 1000,M9B 6H7,good,success@greenkeg.ca,,,greenkeg.ca,,43.6467799,-79.5621833,https://www.facebook.com/GreenKegInc,https://www.instagram.com/GreenKegInc,,,
Gveah Pet Store,613-932-3333,,NA,,,,ON,Cornwall,1 Water St E,K6H 6M2,,,,INVALID_URL,,https://www.instagram.com/gveah_/?hl=en,45.0165419,-74.7258382,,,,,
Hank And Hound,613-629-4265,,,,,,ON,Pembroke,360 Pembroke Street West,K8A 4N8,,,,NONE_FOUND,hankandhound.ca,,,,,,,,
Harley & Me Pet Essentials,250-881-4488,,VM,,,,BC,Victoria,2652 Quadra Street,V8T 4E4,,,,INVALID_URL,,"https://maps.google.com/maps?q=48.4389605,-123.3592232",,,,,,,
Harlowe Green Refillery + Eco Shop,,,,,harlowegreen@gmail.com,ok,ON,Kingston,90 Brock St,K7L 1R9,good,harlowegreen@gmail.com,,,harlowegreen.com,,44.2305509,-76.4825461,https://www.Facebook.com/harlowegreen,https://www.Instagram.com/harlowe_green,,,
Harrow Country Depot,519-816-6599,,VM,,,,ON,Harrow,44 Sinasac Street West,N0R 1G0,,,,INVALID_URL,,"https://maps.google.com/maps?q=42.039212183543064,-82.91901420339968",,,,,,,
HayHay .Inc,,,,,,,MB,Winnipeg,145 Angus St,R2W 5M4,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=HayHay%20.Inc&query_place_id=ChIJzVpUY0Bx6lIR7C-uVVwFR_Y,49.9043262,-97.1168529,,,,,
Healthy Pets HQ,613-695-7387,,the owner speaks intalien,,,,ON,Ottawa,420 Bank St,K2P 1Y8,,,,NONE_FOUND,healthypetshq.com,,45.4125231,-75.6940781,,,,,
Heronview Raw and Natural,905-655-5747,,VM,,,,ON,Whitby,7692 Ashburn Rd,L1M 1L5,,,,UNREACHABLE,heronviewrawandnatural.com,,,,,,,,
Hunter & Hound,250-380-9555,,NA,,,,BC,Victoria,"#100, 174 Wilson Str",V9A 7N6,,,,NONE_FOUND,hunterandhound.ca,,,,,,,,
I Love My Pet,778-984-5989,,NA,,,,BC,Vancouver,1090 Homer St Suite 300,,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=I%20Love%20My%20Pet&query_place_id=ChIJm36mZtZzhlQRlcN5kqRlhUY,,,,,,,
In & Out Paw Living,778-891-9282,,NA,,,,BC,Vancouver,6311 Cambie St.,,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=In%20%26%20Out%20Paw%20Living&query_place_id=ChIJG_zUI5V1hlQRMHBSvBzBtkc,,,,,,,
Island Pet Source,250-590-4460,,VM,,,,BC,Victoria,106-751 Goldstream Ave,V9B 2X4,,,,NONE_FOUND,islandpetsource.com,,,,,,,,
J and J Pet Club,905-707-9666,,,,,,ON,Richmond Hill,883 16th Ave Ste 6,L4B 3E5,,,,INVALID_URL,,"https://maps.google.com/maps?q=43.8578008,-79.4068213",,,,,,,
Jian Hing Supermarket,"416-749-3888, 416-289-3999",,,,,,ON,North York,1989 Finch Ave W,M3N 2K2,,,,NONE_FOUND,jianhing.com,,43.7561542,-79.5188713,,,,,
Jo Anne's Place Health Foods,705-749-9474,,,,,,ON,Peterborough,1260 Lansdowne Street W,K9J 2A1,,,,INVALID_URL,,"https://maps.google.com/maps?q=44.280541,-78.354199",,,,,,,
Joe Fresh,"416-695-8990, 855-322-2522",,,,"customerservice@joefresh.com, pr@loblaw.ca",catch_all,ON,Etobicoke,380 The East Mall,M9B 6L5,risky,customerservice@joefresh.com,pr@loblaw.ca,,joefresh.com,,43.643911,-79.560126,https://www.facebook.com/joefresh,http://instagram.com/joefresh,https://www.tiktok.com/@joefreshstyle,https://www.youtube.com/user/RealJoeFreshStyle,
Jug City Convenience Store,905-434-2961,,,,,,ON,Oshawa,1400 Ritson Rd S,L1J 6N5,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=Jug%20City%20Convenience%20Store&query_place_id=ChIJr2Q0yrIC1YkRJQC0V4oxgr4,43.8627484,-78.8383806,,,,,
Jurrasic Bark,250-523-2273,,VM,,jurassic_bark@outlook.com,,BC,Victoria,4342 W Shr Pkwy #106,V9B 5Z1,,,,jurassic_bark@outlook.com,jurassic-bark.ca,,,,,,,,
Justin's Pet Store,905-373-1984,,,,,,ON,Cobourg,471 Division Street,K9A 3S1,,,,INVALID_URL,,"https://maps.google.com/maps?q=43.96604,-78.1689572",,,,,,,
K9 Kanteen,613-715-3087,,,,k9kanteen@rogers.com,,ON,Kanata,20 Constance Lake Road,K2K 1X7,,,,k9kanteen@rogers.com,k9kanteen.com,,,,,,,,
Kaperon,604-729-3269,,VM,,,,BC,Vancouver,1251 Cardero St Suite 708,,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=Kaperon&query_place_id=ChIJ__-_2i5yhlQRxKPns6axJ8g,,,,,,,
Katpole,855-215-7653,,VM,,meow@katpole.com,catch_all,ON,Toronto,50 Carroll St,M4M 3G3,risky,meow@katpole.com,,,katpole.com,,43.6601806,-79.3534831,https://www.facebook.com/getkatpole,https://www.instagram.com/katpole,https://www.tiktok.com/@katpole,,
Kaycee's Kritters,519-484-2602,,VM,,kc@kaycees.ca,,ON,Mount Pleasant,11 Burtch Road,N0E 1K0,,,,kc@kaycees.ca,kaycees.ca,,,,,,,,
Kelev and BooBoo,204-470-5243,,VM,,,,MB,Winnipeg,835 Sterling Lyon Pkwy Unit # 206,R3P 2V5,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=Kelev%20and%20BooBoo&query_place_id=ChIJEVTMgk516lIRvHTxgvbvI8c,49.8451463,-97.2264515,,,,,
Khoo's Canine,905-237-6996,,,,,,ON,Richmond Hill,10 Headdon Gate,L4C 9W9,,,,INVALID_URL,,"https://maps.google.com/maps?q=43.867201,-79.45868",,,,,,,
Killer Kitty Co.,,,,,,,ON,Kingston,,,,,,UNREACHABLE,killerkittyco.etsy.com,,44.33986,-76.4731945,,,,,
Kimberley Kritters Pet Boutique,778-481-5440,,,,info@KimberleyKritters.com,,BC,Kimberley,418 - 304 St.,V1A 3H4,,,,info@KimberleyKritters.com,kimberleykritters.com,,,,,,,,
Kissamo,,,,,hello@kissamo.com,,BC,Vancouver,500 Union St,,,,,hello@kissamo.com,www.kissamo.com,,,,,,,,
Kit 'N Kaboodle Pet Supplies and Boutique,506-832-1843,,Callback to have the boss,,,,NB,Hampton,1032 Main St,E5N 6G2,,,,NO_WEBSITE,,,45.5398253,-65.8355328,,,,,
Korna Pet Kitsilano,604-904-2008,,VM,,,,BC,Vancouver,2030 W Broadway,,,,,UNREACHABLE,www.kornapet.com,,,,,,,,
La Di Da Boutique,416-849-5388,,VM,,info@ladidaonthedanforth.com,ok,ON,Toronto,128 Danforth Ave,M4K 1N1,good,info@ladidaonthedanforth.com,,,ladidaonthedanforth.com,,43.67652,-79.358016,https://www.facebook.com/LaDiDaBoutique/,https://www.instagram.com/ladidaonthedanforth/,https://www.tiktok.com/@ladidaonthedanfor,,
Laura Jane's Pet Food & Supplies,"613-257-7387, 613-466-0644",,Callback for Laura the owner  ( ENGLISH PROFIL ),,laurajanespetfood@gmail.com,,ON,Carleton Place,355 Franktown Rd,K7C 4M6,,,,laurajanespetfood@gmail.com,laurajanespetfood.com,,45.1309426,-76.1287832,,,,,
Leis Pet Distributing Inc,506-854-1616,,The secretary said the only way to reach them is by email ( ENGLISH PROFIL ),,,invalid,NB,Moncton,227 Henri Dunant St,E1E 1E4,bad,maximi@leispet.com,,,leispet.ca,,46.0785655,-64.8325312,,,,,
Little Cabin Pet Food & Supplies,705-783-5949,,raccroche au nez pas intéressé   ( ENGLISH PROFIL ),,"filler@godaddy.com, sebastian@aldusleaf.org",,ON,Huntsville,175 Stahls Rd,P1H 2J4,,,,"filler@godaddy.com, sebastian@aldusleaf.org",,https://littlecabinpet.ca/,45.4290787,-79.2507988,,,,,
Little Tail,647-309-4806,,,,,,ON,Scarborough,"​3280 Midland Ave, Unit 18, 19, 20",M1V 0C7,,,,UNREACHABLE,littletail.org,,,,,,,,
Little Tails,647-309-4806,,NA,,,,ON,Markham,"4560 Highway 7 East, Unit 400",L3R 1M5,,,,INVALID_URL,,"https://maps.google.com/maps?q=43.8624222,-79.3074278",,,,,,,
Live Right Pet Supplies,902-613-9898,,,,,,NS,Five Islands,1114 Highway 2,B0M 1K0,,,,INVALID_URL,,https://www.facebook.com/pages/category/Pet-Supplies/Live-Right-Pet-Supplies-101109034921083/,,,,,,,
Live Right Pet Supplies,519-428-2828,,,,,,ON,Simcoe,2275 Norfolk County Hwy 24,N3Y 4K2,,,,UNREACHABLE,liverightpetsupplies.com,,,,,,,,
Living Things Pet Centre,519-436-0313,,,,,,ON,Chatham,"436 St. Clair Street, Nortown Centre",N7L 3K5,,,,NONE_FOUND,livingthings.com,,,,,,,,
Love Your Pet,613-258-1376,,It's not a godd time CALLBACK  ( ENGLISH PROFIL ),,,,ON,Kemptville,2600 County Rd 43,K0G 1J0,,,,NONE_FOUND,loveyourpetkemptville.ca,,45.0179441,-75.657178,,,,,
Lucky Tails Pet Boutique,416-934-0404,,VM,,,,ON,Toronto,384 Yonge St. Unit 119,M4Y 1A9,,,,INVALID_URL,,"https://maps.google.com/maps?q=43.6592777,-79.3828912",,,,,,,
M & M Pet Store,613-636-0026,,Rappler le lundi pour parler à Mike le manager,,,,ON,Hawkesbury,145 Main St E,K6A 1A1,,,,NONE_FOUND,mmpetgrooming.ca,,45.6101615,-74.610561,,,,,
Maggy's Pet Boutique,289-990-5595,,VM,,,,ON,Beamsville,4520 Ontario St. Unit 7,L0R 1B5,,,,UNREACHABLE,maggyspetboutique.ca,,,,,,,,
Magical Aquarium Club,647-928-6856,,,,,,ON,Scarborough,"1911 Kennedy Road, Unit 108",M1P 2L9,,,,INVALID_URL,,"https://maps.google.com/maps?q=43.7671397,-79.2806902",,,,,,,
MAGPIES INTERNATIONAL CAFE,,,,,,,MB,Winnipeg,685 Osborne St,R3L 2B8,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=MAGPIES%20INTERNATIONAL%20CAFE&query_place_id=ChIJL_YEFaJ26lIRqaBmVIoJMBs,49.8623455,-97.132427,,,,,
Maine coon kitten,780-450-4889,,VM. Call back,,,,ON,Toronto,30 Bond St,M5B 1W8,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=Maine%20coon%20kitten&query_place_id=ChIJC7WIpGrL1IkR4pqyNDoOXS0,43.6539547,-79.3775241,,,,,
Maple Leaf Mart,905-433-4295,,,,,,ON,Oshawa,540 Taunton Rd E,L1G 0E2,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=Maple%20Leaf%20Mart&query_place_id=ChIJr1VNC10b1YkRvLg0mbIIyZU,43.9375605,-78.8600685,,,,,
MapleTailco,,,,,mapletailco@gmail.com,ok,MB,Winnipeg,486 Kenaston Blvd,R3N 1Z1,good,mapletailco@gmail.com,,,mapletailco.ca,,49.8599722,-97.2059196,,https://www.instagram.com/wix,https://www.tiktok.com/@wix,,
Marbella Pâwtique & Co,416-999-7556,,VM,,,,ON,North York,2 Pannahill Rd,M3H 4N3,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=Marbella%20P%C3%A2wtique%20%26%20Co&query_place_id=ChIJWUOxAwItK4gRCWBmoCK-inI,43.7636894,-79.450006,,,,,
March Road Pet Food & Supplies,613-591-9423,,Oz the manager  callbacka after  to have him,,donna@marchroadpet.com,,ON,Kanata,1112 March Rd,K2W 1B9,,,,donna@marchroadpet.com,marchroadpet.com,,45.3680421,-75.9478909,,,,,
Marnel Reg'D,709-745-7068,,,,,,NL,St. Johns,537 Topsail Road,A1E 2C6,,,,INVALID_URL,,"https://maps.google.com/maps?q=47.529445,-52.758602",,,,,,,
McKenzie Pets,416-254-5878,,VM,,,,ON,Toronto,80 Guestville Ave,M6N 4N3,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=McKenzie%20Pets&query_place_id=ChIJ575ZtbU2K4gRcxOf2-pk6EI,43.6841372,-79.4901241,,,,,
Memoirs for Pets,365-605-5790,,NA,,contact@memoirsforpets.ca,ok,ON,Toronto,28 Bathurst St #4-101,M5V 0R4,good,contact@memoirsforpets.ca,,,memoirsforpets.ca,,43.6405841,-79.4025671,https://www.facebook.com/profile.php?id=61572658312607,https://www.instagram.com/memoirsforpets,https://www.tiktok.com/@memoirsforpets,,
Mid-Valley Natural Pet Foods,902-363-2049,,,,,,NS,Middleton,7 School St,B0S 1P0,,,,INVALID_URL,,"https://maps.google.com/maps?q=44.942338,-65.0693099",44.942338,-65.0693099,,,,,
Minor Bros,"905-774-7591, 905-899-3431",,,,canborough@mbcountryliving.ca,,ON,Dunnville,9 Mill Ave,N1A 2W1,,,,canborough@mbcountryliving.ca,minorbros.com,,,,,,,,
Minor Bros,"905-892-0322, 289-213-7661",,,,retail@mbcountryliving.ca,,ON,Fonthill,2763 Stevensville Road. P.O Box 361,L0S 1E6,,,,retail@mbcountryliving.ca,mbcountryliving.ca,,,,,,,,
Mother Hubards,604-536-6624,,Same shop as Blue Ribbon Pet Supplies. Manager in Blue Ribbon Pet Supplies,,,,BC,Surrey,#5 - 1812 - 152 St,V4A 4N5,,,,NONE_FOUND,motherhubbardpetfood.com,,,,,,,,
Muddy Paws In The Guild,416-724-1637,,,,,,ON,Scarborough,123 Guildwood Parkway,M1E 1P1,,,,UNREACHABLE,muddypawsintheguild.ca,,,,,,,,
Mullin's Pet Market,519-599-2799,,,,,,ON,Thornbury,99 Kings Court,N0H 2P0,,,,UNREACHABLE,mullinspetmarket.ca,,,,,,,,
Multipaw Pet Lifestyle,289-809-8558,,,,,,ON,Richmond Hill,1 Spadina Road,L4B 3M2,,,,INVALID_URL,,"https://maps.google.com/maps?q=43.8614609,-79.3950356",,,,,,,
Mutt Life,905-878-9904,,VM,,info@muttlife.ca,,ON,Milton,15-585 Ontario St S,L9T 2N2,,,,info@muttlife.ca,muttlife.ca,,,,,,,,
My Cat Time Inc.,289-859-4808,,NA,,,,ON,Markham,"3075 14th Avenue, Unit 12",L3R 0G9,,,,INVALID_URL,,"https://maps.google.com/maps?q=43.8317107,-79.3532892",,,,,,,
MyPawStar,514-805-0057,,VM,,,,ON,Toronto,8 Eglinton Ave E #4605,M4P 0C1,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=MyPawStar&query_place_id=ChIJ34uY8-AzK4gRE-aX7J-ALNg,43.7071251,-79.3979638,,,,,
Natural Pet Foods,613-253-7387,,Voice Mail,,,,ON,Carleton Place,61 Bridge St,K7C 2V2,,,,NONE_FOUND,naturalpetfoods.ca,,,,,,,,
Naughty Paw,902-406-0155,,,,info@naughtypaw.ca,,NS,Halifax,6260 Quinpool Rd,B3L 1A3,,,,info@naughtypaw.ca,naughtypaw.ca,,,,,,,,
Neko Neko Pet,647-619-9132,,,,,,ON,Scarborough,69 Howden Road,M1K 3C7,,,,INVALID_URL,,"https://maps.google.com/maps?q=43.7516055,-79.2891786",,,,,,,
Neko Neko Pet,437-441-7898,,VM. Call back,,,,ON,Scarborough,69 Howden Rd,M1R 3C7,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=Neko%20Neko%20Pet&query_place_id=ChIJZQauRBPR1IkRPfyIR5jPJ9M,43.751615,-79.2891559,,,,,
Newcastle Pet Supply,289-600-9498,,NA,,info@newcastlepetsupply.ca,,ON,Newcastle,"361 King Ave East, Unit 2",L1B 1H4,,,,info@newcastlepetsupply.ca,shop.newcastlepetsupply.ca,,,,,,,,
NorHounds,416-254-7150,,VM,,norhounds@gmail.com,ok,ON,Toronto,52 Roblocke Ave,M6G 3R7,good,norhounds@gmail.com,,,norhounds.ca,,43.6641189,-79.4250082,,https://instagram.com/norhounds,,,
North Oshawa Pharmacy,905-725-5555,,,,,,ON,Oshawa,1400 Ritson Rd N,L1G 7W4,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=North%20Oshawa%20Pharmacy&query_place_id=ChIJc4dSiWQb1YkR_1UlThvf5dg,43.9372346,-78.8703612,,,,,
Northern Exotics,705-470-3332,,,,,,ON,Sudbury,517 Kathleen Street,P3C 2N1,,,,UNREACHABLE,northern-exotics.com,,,,,,,,
One De Fur Pets Spa & Boutique,604-299-8200,,Groomer - Asked to call Richmond location,,,,BC,Burnaby,4550 Hasting St.,,,,,UNREACHABLE,onedefurpetsspaandboutique.ca,,,,,,,,
One Stop Pet Shop,902-863-1215,,,,,,NS,Antigonish,3063 Post Road,B2G 2K5,,,,INVALID_URL,,"https://maps.google.com/maps?q=45.614174,-62.008043",,,,,,,
Oshawa Grand Convenience Store Inc,905-728-7118,,,,,,ON,Oshawa,219 Nonquon Rd,L1G 3S8,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=Oshawa%20Grand%20Convenience%20Store%20Inc&query_place_id=ChIJPzutHGMb1YkRIvgvYHU5lVE,43.9336932,-78.86996,,,,,
Otonabee Co-op,705-745-4607,,,,,,ON,Otonabee,2182 Keene Road,K9J 6X8,,,,INVALID_URL,,"https://maps.google.com/maps?q=44.2905837,-78.2754476",,,,,,,
Oui Forever Pet,905-305-7387,,VM,,,,ON,Unionville,1-2 Corby Rd,L3R 8A9,,,,INVALID_URL,,"https://maps.google.com/maps?q=43.86045,-79.344884",,,,,,,
P.A.B.A. Pet Corner,519-459-0570,,,,,,ON,Parkhill,274 Parkhill Main Street,N0M 2K0,,,,UNREACHABLE,pabapetcorner.ca,,,,,,,,
Park Your Paws,902-661-1110,,,,,,NS,Amherst,19384 Glooscap Trail,B4H 3Y4,,,,INVALID_URL,,"https://maps.google.com/maps?q=45.802424469243206,-64.19817301147464",,,,,,,
Paw and Threads,289-892-2947,,,,,,ON,Scarborough,56 Heron Park Pl,M1E 0B8,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=Paw%20and%20Threads&query_place_id=ChIJb76q3ZTb1IkRDMV0lOoY77k,43.7674268,-79.177355,,,,,
Paw-some Adventures Inc,902-259-2990,,ENGLISH VOICEMAIL,,,,NS,Elmsdale,36 Venture Crescent,B2S 0B2,,,,NONE_FOUND,paw-someadventuresinc.ca,,44.9755221,-63.516721,,,,,
Paw'N Pet Food,705-575-0433,,,,,,ON,Sault Ste Marie,536 Second Line W,P6C 2K7,,,,INVALID_URL,,"https://maps.google.com/maps?q=46.5372662,-84.3769162",,,,,,,
Pawberry Pets,226-700-9946,,VM,,pawberryp@gmail.com,ok,ON,Mississauga,24 Andrika Ct,L4Z 4E9,good,pawberryp@gmail.com,,,pawberrypetshop.com,,43.6184587,-79.6677557,https://www.facebook.com/profile.php?id=61574904676048,https://www.instagram.com/pawberrypets.ca,https://www.tiktok.com/@pawberrypets.ca,,
Pawda Pet Supply - Raw Food,236-869-8826,,VM,,,,BC,Vancouver,3728 Oak St,,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=Pawda%20Pet%20Supply%20-%20Raw%20Food&query_place_id=ChIJUyQOd5hzhlQROiS9sK32sVE,,,,,,,
Pawda Pet Supply Inc,236-869-8826,,VM,,,,BC,Vancouver,3728 Oak Street,V5Z 1Z1,,,,INVALID_URL,,https://www.facebook.com/profile.php?id=61575641507962#,,,,,,,
Pawerleague,647-229-9198,,VM,,,invalid,ON,Toronto,133 Jenny Wrenway,M2H 2Z1,bad,contact@company.com,,,pawerleague.com,,43.8102739,-79.3634589,,,,,
Pawffle Co.,647-282-7511,,VM,,,,ON,Toronto,38 Iannuzzi St,M5V 0S2,,,,UNREACHABLE,pawffleco.com,,43.6371716,-79.4014302,,,,,
PawPers,647-628-3350,,VM,,,,ON,Oshawa,1018 Pinetree Ct,L1K 1P4,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=PawPers&query_place_id=ChIJb-7pPWsD1YkRuo13KXDYatE,43.9148044,-78.8302789,,,,,
Paws & tails,,,,,,,BC,Vancouver,947 Homer St,,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=Paws%20%26%20tails&query_place_id=ChIJU1Qf3KFzhlQRXYzhQXuc7kY,,,,,,,
Paws Love Pet Food,289-856-9089,,,,,,ON,Oakville,337 Kerr St,L6K 3B7,,,,INVALID_URL,,"https://maps.google.com/maps?q=43.4439391,-79.6817103",,,,,,,
Paws Pet Boutique,709-896-5590,,,,,,NL,Goose Bay,331 Hamilton River Road,A0P 1C0,,,,INVALID_URL,,"https://maps.google.com/maps?q=53.312758,-60.38015",,,,,,,
Pawsh Pets,613-470-0090,,ENGLISH VOICEMAIL,,"exmaple@gmail.com, info@pawshpetscarp.ca",,ON,Carp,413 Donald B. Munro Dr,K0A 1L0,,,,"exmaple@gmail.com, info@pawshpetscarp.ca",pawshpetscarp.ca,,45.3441409,-76.0345552,,,,,
Pawshly,613-510-0241,,NA,,,,ON,Toronto,2967 Dundas St W,M6P 1Z2,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=Pawshly&query_place_id=ChIJWW2W2lQ1K4gRlPb7qwzXiOA,43.6652713,-79.4680813,,,,,
Pawsitively Natural Pet Food And Supplies,403-250-7297,,VM,,"info@pawsitivelynatural.ca, info@pawsitivelynatural.com",,AB,Calgary,2100 4 St Sw,T2S 1W7,,,,"info@pawsitivelynatural.ca, info@pawsitivelynatural.com",pawsitivelynatural.ca,,,,,,,,
Pawtato Pet Supplies,236-862-2588,,VM,,,,BC,Vancouver,2227 Kingsway,,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=Pawtato%20Pet%20Supplies&query_place_id=ChIJy-3dcRh3hlQRlvzGpjtbMTk,,,,,,,
Pawtry,"416-388-8203, 800-123-4567",,VM,,"pawtryforthewin@gmail.com, support@mystore.com",ok,ON,Toronto,80 Manor Rd E,M5M 2E5,good,pawtryforthewin@gmail.com,support@mystore.com,,paw-try.myshopify.com,,43.7034674,-79.393845,,http://instagram.com/shopify,https://tiktok.com/@shopify,,
Pawvelle,,,,,,,ON,Ottawa,90 Landry St,K1L 0A9,,,,NO_WEBSITE,,,,,,,,,
Pawz 'N' Clawz,705-731-1010,,VM,,,,ON,Bobcaygeon,34 King Street E.,K0M 1A0,,,,INVALID_URL,,"https://maps.google.com/maps?q=44.625558,-78.508775",,,,,,,
Peppers,705-696-3333,,VM,,,,ON,Hastings,24 Front St. W,K0L 1Y0,,,,INVALID_URL,,"https://maps.google.com/maps?q=44.3086426,-77.9577809",,,,,,,
Pet Agree,613-831-4595,,NA,,,,ON,Kanata,100 Castlefrank Road,K2L 2V6,,,,INVALID_URL,,"https://maps.google.com/maps?q=45.293688,-75.881834",,,,,,,
Pet Central Limited,709-256-3930,,,,,,NL,Gander,253 Airport Blvd,A1V 1L5,,,,NONE_FOUND,petcentralgander.com,,,,,,,,
Pet Chateau,905-780-2626,,,,,,ON,Richmond Hill,11491 Leslie Street,L4S 1N2,,,,UNREACHABLE,pet-chateau.com,,,,,,,,
Pet Circus,613-234-8456,,"I spoke with the secretary and was able to get the name of the store owner, whose name is Bob. I left the information with the secretary for Bob.",,sales@petcircus.ca,,ON,Ottawa,274 Bank St,K2P 1X6,,,,sales@petcircus.ca,petcircus.ca,,45.4157244,-75.6969239,,,,,
Pet City,709-364-6644,,,,,,NL,St. John's,70 Hamlyn Rd.,A1E 5X7,,,,INVALID_URL,,"https://maps.google.com/maps?q=47.5358463,-52.7541866",,,,,,,
Pet City,905-560-1000,,,,info@bigalshamilton.ca,,ON,Hamilton,140 Centennial Pkwy North,L8E 1H9,,,,info@bigalshamilton.ca,bigalshamilton.com,,,,,,,,
Pet Corral,506-672-7387,,,,,,NB,Saint John,1057 Fairville Blvd.,E2M 5T9,,,,UNREACHABLE,petcorralinc.com,,,,,,,,
Pet Corral Nutrition Care & Supply Depot,506-847-7387,,raccroche au nez aggressive,,"corral@nbnet.nb.ca, user@domain.com",,NB,Quispamsis,26 Pettingill Rd,E2E 3R4,,,,"corral@nbnet.nb.ca, user@domain.com",petcorral.ca,,45.4075269,-65.9722528,,,,,
Pet Country Market,905-658-5757,,,,,,ON,ST. Catharines,211 Martindale Road,L2W 1A5,,,,INVALID_URL,,"https://maps.google.com/maps?q=43.1715,-79.2742518",,,,,,,
Pet Empire,416-705-0476,Steven Burman,VM provided name,,,,ON,Thornhill,538 Highcliffe Drive,L4J 8L4,,,,INVALID_URL,,"https://maps.google.com/maps?q=43.8231933,-79.4492878",,,,,,,
Pet Family,613-700-3043,,,,,,ON,Rockland,2257 Marble Cres,K4K 0G9,,,,NO_WEBSITE,,,,,,,,,
Pet Feeds Plus,506-622-5902,,,,,,NB,Miramichi,334 Veterans Lane,E1V 1X1,,,,INVALID_URL,,"https://maps.google.com/maps?q=47.0032272,-65.5658627",,,,,,,
Pet Food Warehouse,"519-354-9900, 519-351-1207",,,,,,ON,Chatham,586 St. Clair Street,N7M 3G9,,,,INVALID_URL,,"https://maps.google.com/maps?q=42.3922538,-82.2070885",,,,,,,
Pet Food Warehouse,"519-542-9611, 519-332-3544",,,,,,ON,Sarnia,1407 London Rd,N7S 6K4,,,,NONE_FOUND,petfoodwarehouse.net,,,,,,,,
Pet Foods Etc.,780-963-2147,,VM,,petfoodsetc.sg@gmail.com,,AB,Stony Plain,4928 50 Street,T7Z 1T1,,,,petfoodsetc.sg@gmail.com,petfoodsetc.ca,,,,,,,,
Pet Friendly Candles,204-293-1504,,VM,,info@freckleandspot.ca,ok,MB,Winnipeg,2855 Pembina Hwy Suite 409,R3T 6B4,good,info@freckleandspot.ca,,,freckleandspot.ca,,49.7880345,-97.1587366,,https://www.instagram.com/freckleandspot,,,
